preco_maximo,preco_minimo,variacao_bid,variacao_pct,preco_compra,preco_venda,data_hora,moeda,data_ingestao,origem_arquivo
502000.0,492176.0,-538.0,-0.108,499301.0,499303.0,20/04/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
502362.0,494401.0,4825.0,0.975,499873.0,499890.0,19/04/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
497218.0,493337.0,-58.0,-0.012,495024.0,495051.0,18/04/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
500178.0,492750.0,1029.0,0.208,495164.0,495193.0,17/04/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
502241.0,490255.0,664.0,0.135,494248.0,494249.0,16/04/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
508600.0,493058.0,-4029.0,-0.81,493372.0,493373.0,15/04/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
503627.0,492579.0,2891.0,0.585,497381.0,497394.0,14/04/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
506444.0,489681.0,-8009.0,-1.594,494572.0,494591.0,13/04/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
505936.0,488521.0,10819.0,2.2,502590.0,502591.0,12/04/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
495549.0,467063.0,21359.0,4.54,491777.0,491779.0,11/04/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
483969.0,467018.0,-12182.0,-2.522,470646.0,470648.0,10/04/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
488400.0,450828.0,22643.0,4.919,482842.0,482939.0,09/04/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
480465.0,458578.0,-10563.0,-2.244,460249.0,460321.0,08/04/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
477078.0,439016.0,8244.0,1.784,470523.0,470552.0,07/04/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
492398.0,455081.0,-29043.0,-5.914,461954.0,461969.0,06/04/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
494448.0,484551.0,506.0,0.103,491093.0,491130.0,05/04/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
494204.0,463112.0,27122.0,5.816,493436.0,493710.0,04/04/2025 21:39,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
478604.0,456666.0,112.0,0.024,470847.0,470848.0,03/04/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
503088.0,469833.0,-14202.0,-2.928,470862.0,470874.0,02/04/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
488065.0,472182.0,12227.0,2.586,485075.0,485076.0,01/04/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
483109.0,471300.0,-5568.0,-1.164,472849.0,472851.0,31/03/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
485585.0,473874.0,-1354.0,-0.282,478417.0,478418.0,30/03/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
490940.0,474830.0,-9628.0,-1.967,479771.0,479772.0,29/03/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
503680.0,482306.0,-12414.0,-2.473,489498.0,489499.0,28/03/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
504500.0,495481.0,1671.0,0.334,502034.0,502040.0,27/03/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
505314.0,493427.0,419.0,0.084,500281.0,500323.0,26/03/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
510793.0,493942.0,6611.0,1.338,500522.0,500523.0,25/03/2025 03:05,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
510793.0,491000.0,10049.0,2.03,505132.0,505189.0,24/03/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
495440.0,483504.0,11341.0,2.345,495000.0,495003.0,23/03/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
486950.0,482767.0,-556.0,-0.115,483658.0,483659.0,22/03/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
486087.0,476957.0,5314.0,1.11,484213.0,484214.0,21/03/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
495107.0,475000.0,-12863.0,-2.616,478890.0,478900.0,20/03/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
492650.0,469663.0,20165.0,4.277,491766.0,491767.0,19/03/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
479193.0,462000.0,-7596.0,-1.585,471536.0,471537.0,18/03/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
484550.0,473300.0,1445.0,0.302,479269.0,479407.0,17/03/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
492500.0,474401.0,-9463.0,-1.941,477946.0,477986.0,16/03/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
489332.0,483419.0,2045.0,0.421,487361.0,487409.0,15/03/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
489499.0,469791.0,13616.0,2.887,485212.0,485256.0,14/03/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
491360.0,465000.0,-15347.0,-3.153,471549.0,471647.0,13/03/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
493178.0,471001.0,2621.0,0.542,486604.0,486605.0,12/03/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
487328.0,451938.0,21282.0,4.599,483999.0,484000.0,11/03/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
491682.0,456632.0,-10162.0,-2.151,462300.0,462318.0,10/03/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
505199.0,468280.0,-30821.0,-6.122,472607.0,472616.0,09/03/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
506457.0,497201.0,-2610.0,-0.516,503360.0,503433.0,08/03/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
529102.0,493000.0,-15709.0,-3.012,505700.0,505886.0,07/03/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
535641.0,508447.0,-2358.0,-0.45,521473.0,521544.0,06/03/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
535530.0,509197.0,9529.0,1.853,523624.0,523697.0,05/03/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
523822.0,483350.0,2386.0,0.466,514144.0,514201.0,04/03/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
559244.0,504500.0,-46504.0,-8.329,511807.0,511818.0,03/03/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
562887.0,504437.0,48656.0,9.547,558281.0,558311.0,02/03/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
513552.0,497536.0,9956.0,1.992,509646.0,509738.0,01/03/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
503750.0,459643.0,3944.0,0.795,499684.0,499744.0,28/02/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
507615.0,483413.0,4895.0,0.997,495840.0,495873.0,27/02/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
516321.0,479150.0,-21754.0,-4.243,490898.0,490960.0,26/02/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
537766.0,498539.0,-18170.0,-3.422,512571.0,512771.0,25/02/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
555253.0,529782.0,-22973.0,-4.152,530293.0,530373.0,24/02/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
556469.0,548200.0,-2423.0,-0.44,553133.0,553524.0,23/02/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
558000.0,551361.0,2063.0,0.37,555556.0,556072.0,22/02/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
569590.0,545500.0,-8441.0,-1.5,552706.0,553483.0,21/02/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
563778.0,552060.0,8574.0,1.55,561700.0,561934.0,20/02/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
554900.0,542502.0,7360.0,1.35,553359.0,553404.0,19/02/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
554943.0,533165.0,-4794.0,-0.87,545612.0,545947.0,18/02/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
561405.0,555500.0,3918.0,0.7,560609.0,560852.0,15/02/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
565800.0,552000.0,-204.0,-0.04,556934.0,557399.0,14/02/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
565126.0,550000.0,-6508.0,-1.15,557232.0,557397.0,13/02/2025 23:58,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
565126.0,545000.0,10137.0,1.83,563587.0,563964.0,12/02/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
568819.0,548875.0,-12085.0,-2.14,552917.0,553100.0,11/02/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
571106.0,558418.0,66.0,0.01,564372.0,564372.0,10/02/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
570000.0,555500.0,-727.0,-0.13,564936.0,565501.0,09/02/2025 23:58,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
567700.0,560148.0,2039.0,0.36,565102.0,566067.0,08/02/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
578351.0,557797.0,5604.0,1.0,563063.0,563494.0,07/02/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
576508.0,559302.0,-5282.0,-0.93,561282.0,561753.0,05/02/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
592200.0,556700.0,-22757.0,-3.86,566753.0,567240.0,04/02/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
597000.0,543100.0,13042.0,2.26,589942.0,590354.0,03/02/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
598108.0,568279.0,-16290.0,-2.75,576952.0,577174.0,02/02/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
602357.0,591617.0,-5715.0,-0.95,593618.0,594165.0,01/02/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
619255.0,595300.0,-13390.0,-2.18,599649.0,600081.0,31/01/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
626849.0,601636.0,10012.0,1.66,613147.0,613239.0,30/01/2025 23:58,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
613869.0,594283.0,7536.0,1.27,603135.0,603922.0,29/01/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
611613.0,589580.0,-8346.0,-1.38,595557.0,595612.0,28/01/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
615573.0,583068.0,-7070.0,-1.16,603800.0,604116.0,27/01/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
624901.0,610500.0,-9641.0,-1.55,611266.0,611633.0,26/01/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
625000.0,617341.0,-991.0,-0.16,620623.0,620813.0,25/01/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
630803.0,609821.0,4973.0,0.81,621369.0,621805.0,24/01/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
633995.0,605041.0,-2503.0,-0.4,616635.0,617096.0,23/01/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
641839.0,615019.0,-22096.0,-3.44,619000.0,619335.0,22/01/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
647495.0,608008.0,22211.0,3.59,641017.0,641523.0,21/01/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
664484.0,610055.0,-3588.0,-0.58,618014.0,618612.0,20/01/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
652000.0,611612.0,-15954.0,-2.5,620867.0,620919.0,19/01/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
638762.0,621067.0,7313.0,1.16,638002.0,638605.0,18/01/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
640950.0,600960.0,29822.0,4.96,630805.0,630805.0,17/01/2025 23:58,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
607981.0,586430.0,167.0,0.03,601262.0,601840.0,16/01/2025 23:58,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
607222.0,584548.0,16165.0,2.76,600716.0,601071.0,15/01/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
591175.0,575500.0,8005.0,1.39,584632.0,585065.0,14/01/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
585500.0,550000.0,-930.0,-0.16,576564.0,576909.0,13/01/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
585200.0,574760.0,-3257.0,-0.56,577717.0,578278.0,12/01/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
583900.0,577000.0,-1008.0,-0.17,581061.0,581560.0,11/01/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
586018.0,561227.0,20238.0,3.6,581443.0,581779.0,10/01/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
587240.0,554034.0,-23246.0,-3.97,561515.0,562022.0,09/01/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
598786.0,574320.0,-10734.0,-1.8,584745.0,585109.0,08/01/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
626733.0,590012.0,-28071.0,-4.5,595220.0,595568.0,07/01/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
627906.0,606805.0,12308.0,2.01,623064.0,623508.0,06/01/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
612250.0,604480.0,1536.0,0.25,611200.0,611338.0,05/01/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
612250.0,604610.0,2205.0,0.36,609558.0,609802.0,04/01/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
614000.0,594056.0,8704.0,1.45,607051.0,607451.0,03/01/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
607109.0,587022.0,9922.0,1.69,598747.0,598999.0,02/01/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
591790.0,580000.0,5560.0,0.95,588327.0,588812.0,01/01/2025 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
599000.0,573000.0,6343.0,1.1,583265.0,583747.0,31/12/2024 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
590700.0,568779.0,-7918.0,-1.35,576555.0,577009.0,30/12/2024 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
594382.0,580386.0,-8986.0,-1.51,584142.0,584474.0,29/12/2024 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
595325.0,587000.0,5562.0,0.95,593613.0,594047.0,28/12/2024 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
605600.0,581000.0,-6073.0,-1.02,587494.0,588051.0,27/12/2024 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
624795.0,591355.0,-26116.0,-4.21,594124.0,594628.0,26/12/2024 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
621546.0,610000.0,4762.0,0.77,620286.0,620779.0,25/12/2024 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
620896.0,583330.0,24990.0,4.23,615810.0,616067.0,24/12/2024 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
596991.0,577000.0,4445.0,0.76,590355.0,590796.0,23/12/2024 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
599365.0,581000.0,-11386.0,-1.91,586166.0,586351.0,22/12/2024 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
611959.0,593640.0,-3657.0,-0.61,597150.0,597416.0,21/12/2024 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
608715.0,565818.0,-3351.0,-0.55,600765.0,601322.0,20/12/2024 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
650910.0,590209.0,-28421.0,-4.49,605000.0,605106.0,19/12/2024 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
654471.0,631906.0,-18925.0,-2.9,633048.0,633305.0,18/12/2024 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
669980.0,647108.0,2622.0,0.4,651644.0,652179.0,17/12/2024 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
656667.0,626450.0,15070.0,2.38,648889.0,649203.0,16/12/2024 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
637500.0,617000.0,16070.0,2.6,633333.0,633913.0,15/12/2024 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
619685.0,612590.0,3516.0,0.57,617297.0,617791.0,14/12/2024 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
616790.0,598507.0,11374.0,1.89,613765.0,614283.0,13/12/2024 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
614990.0,592922.0,-4570.0,-0.75,602055.0,602940.0,12/12/2024 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
610606.0,583258.0,18557.0,3.15,606616.0,606960.0,11/12/2024 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
602750.0,574500.0,-9597.0,-1.6,588403.0,588933.0,10/12/2024 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
620112.0,581543.0,-21739.0,-3.51,598000.0,598407.0,09/12/2024 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
620851.0,606796.0,6653.0,1.08,619443.0,619943.0,08/12/2024 23:59,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
616036.0,606000.0,5006.0,0.82,612914.0,613290.0,07/12/2024 23:58,BTC-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
14304.1,14025.7,91.01,0.644,14223.8,14223.8,08/06/2025 16:47,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
14304.1,13817.7,280.17,2.012,14203.7,14205.8,07/06/2025 23:59,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
14269.2,13405.0,347.61,2.561,13921.7,13921.8,06/06/2025 23:59,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
14926.6,13429.5,-1191.2,-8.066,13575.5,13577.3,05/06/2025 23:59,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
15150.0,14660.0,64.04,0.436,14766.7,14767.5,04/06/2025 23:59,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
15082.0,14602.6,-149.42,-1.006,14700.9,14700.9,03/06/2025 23:59,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
14899.8,14130.6,258.33,1.771,14842.2,14844.9,02/06/2025 23:59,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
14700.0,14281.8,3.39,0.023,14593.1,14593.1,01/06/2025 23:59,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
14747.5,14324.3,-35.21,-0.241,14587.7,14587.7,31/05/2025 23:59,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
15111.7,14477.1,-406.0,-2.703,14626.5,14626.5,30/05/2025 23:59,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
15899.9,14900.0,-291.07,-1.901,15022.8,15024.6,29/05/2025 23:59,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
15343.2,14819.3,180.87,1.195,15316.9,15316.9,28/05/2025 23:59,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
15408.7,14344.5,502.39,3.433,15134.5,15136.1,27/05/2025 23:59,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
14750.0,14386.8,96.7,0.665,14633.7,14633.7,26/05/2025 23:59,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
14555.0,14032.0,129.89,0.902,14537.1,14537.2,25/05/2025 23:59,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
14665.5,14320.0,19.6,0.136,14412.0,14412.0,24/05/2025 23:59,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
15507.0,14269.3,-772.65,-5.093,14396.9,14397.2,23/05/2025 23:59,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
15189.7,14400.5,736.65,5.104,15163.8,15165.5,22/05/2025 23:59,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
14809.5,13920.0,112.04,0.782,14435.3,14435.3,21/05/2025 23:59,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
14617.0,13903.6,9.32,0.065,14325.8,14328.5,20/05/2025 23:59,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
14419.1,13393.0,121.63,0.857,14314.5,14315.9,19/05/2025 23:59,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
14757.8,13269.9,42.99,0.304,14182.9,14188.3,18/05/2025 23:59,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
14458.7,13984.5,-325.25,-2.25,14133.0,14140.8,17/05/2025 23:59,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
15067.3,14401.5,-66.16,-0.455,14458.1,14458.8,16/05/2025 23:59,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
14962.4,14023.0,-236.64,-1.603,14523.6,14525.0,15/05/2025 23:59,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
15326.8,14352.5,-312.58,-2.074,14758.4,14759.7,14/05/2025 23:59,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
15380.6,13763.3,852.25,5.994,15072.3,15075.3,13/05/2025 23:59,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
14868.2,13757.3,-81.45,-0.57,14218.8,14219.5,12/05/2025 23:59,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
14844.2,13886.8,-410.34,-2.787,14316.7,14318.2,11/05/2025 23:59,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
14800.0,13185.3,1389.74,10.423,14719.4,14721.9,10/05/2025 23:59,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
14130.0,12437.6,790.31,6.297,13338.0,13340.4,09/05/2025 23:59,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
12630.3,10421.3,2119.91,20.325,12550.3,12552.6,08/05/2025 23:59,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
10570.0,10293.6,31.02,0.298,10430.3,10431.3,07/05/2025 23:59,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
10404.7,10010.0,19.79,0.191,10393.2,10394.4,06/05/2025 23:59,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
10440.0,10138.4,64.04,0.621,10370.4,10371.5,05/05/2025 23:59,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
10592.2,10324.3,-18.97,-0.182,10395.2,10398.4,03/05/2025 07:00,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
10592.2,10324.3,1.64,0.016,10472.8,10472.8,02/05/2025 23:59,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
10667.7,10220.1,247.95,2.425,10470.0,10473.2,01/05/2025 23:59,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
10297.4,9840.86,60.27,0.593,10221.0,10222.2,30/04/2025 23:59,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
10458.0,10060.8,-47.07,-0.461,10168.1,10168.5,29/04/2025 23:59,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
10433.3,9960.0,-56.02,-0.546,10209.2,10213.1,28/04/2025 23:59,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
10630.0,10208.7,-148.11,-1.421,10263.3,10263.3,27/04/2025 23:59,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
10524.1,10194.2,213.22,2.088,10425.1,10425.9,26/04/2025 23:59,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
10423.7,9900.0,106.4,1.053,10203.0,10204.4,25/04/2025 23:59,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
10338.4,9881.67,-220.43,-2.137,10096.6,10096.7,24/04/2025 23:59,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
10457.6,10020.7,234.89,2.329,10315.7,10319.4,23/04/2025 23:59,ETH-BRL,2025-06-08 15:08:03,silver_cripto_180d.csv
