code,codein,name,high,low,varBid,pctChange,bid,ask,timestamp,create_date,moeda
,,,624901,610500,-9641,-1.55,611266,611633,1737935975,,BTC
,,,625000,617341,-991,-0.16,620623,620813,1737849552,,BTC
,,,630803,609821,4973,0.81,621369,621805,1737763173,,BTC
,,,633995,605041,-2503,-0.4,616635,617096,1737676790,,BTC
,,,641839,615019,-22096,-3.44,619000,619335,1737590399,,BTC
,,,647495,608008,22211,3.59,641017,641523,1737503965,,BTC
,,,664484,610055,-3588,-0.58,618014,618612,1737417546,,BTC
,,,652000,611612,-15954,-2.5,620867,620919,1737331191,,BTC
,,,638762,621067,7313,1.16,638002,638605,1737244774,,BTC
,,,640950,600960,29822,4.96,630805,630805,1737158326,,BTC
,,,607981,586430,167,0.03,601262,601840,1737071924,,BTC
,,,607222,584548,16165,2.76,600716,601071,1736985560,,BTC
,,,591175,575500,8005,1.39,584632,585065,1736899199,,BTC
,,,585500,550000,-930,-0.16,576564,576909,1736812758,,BTC
,,,585200,574760,-3257,-0.56,577717,578278,1736726345,,BTC
,,,583900,577000,-1008,-0.17,581061,581560,1736639993,,BTC
,,,586018,561227,20238,3.6,581443,581779,1736553551,,BTC
,,,587240,554034,-23246,-3.97,561515,562022,1736467183,,BTC
,,,598786,574320,-10734,-1.8,584745,585109,1736380760,,BTC
,,,626733,590012,-28071,-4.5,595220,595568,1736294362,,BTC
,,,627906,606805,12308,2.01,623064,623508,1736207973,,BTC
,,,612250,604480,1536,0.25,611200,611338,1736121591,,BTC
,,,612250,604610,2205,0.36,609558,609802,1736035194,,BTC
,,,614000,594056,8704,1.45,607051,607451,1735948741,,BTC
,,,607109,587022,9922,1.69,598747,598999,1735862342,,BTC
,,,591790,580000,5560,0.95,588327,588812,1735775992,,BTC
,,,599000,573000,6343,1.1,583265,583747,1735689595,,BTC
,,,590700,568779,-7918,-1.35,576555,577009,1735603158,,BTC
,,,594382,580386,-8986,-1.51,584142,584474,1735516797,,BTC
,,,595325,587000,5562,0.95,593613,594047,1735430350,,BTC
,,,605600,581000,-6073,-1.02,587494,588051,1735343997,,BTC
,,,624795,591355,-26116,-4.21,594124,594628,1735257540,,BTC
,,,621546,610000,4762,0.77,620286,620779,1735171156,,BTC
,,,620896,583330,24990,4.23,615810,616067,1735084748,,BTC
,,,596991,577000,4445,0.76,590355,590796,1734998373,,BTC
,,,599365,581000,-11386,-1.91,586166,586351,1734911953,,BTC
,,,611959,593640,-3657,-0.61,597150,597416,1734825576,,BTC
,,,608715,565818,-3351,-0.55,600765,601322,1734739155,,BTC
,,,650910,590209,-28421,-4.49,605000,605106,1734652747,,BTC
,,,654471,631906,-18925,-2.9,633048,633305,1734566354,,BTC
,,,669980,647108,2622,0.4,651644,652179,1734479949,,BTC
,,,656667,626450,15070,2.38,648889,649203,1734393545,,BTC
,,,637500,617000,16070,2.6,633333,633913,1734307154,,BTC
,,,619685,612590,3516,0.57,617297,617791,1734220764,,BTC
,,,616790,598507,11374,1.89,613765,614283,1734134362,,BTC
,,,614990,592922,-4570,-0.75,602055,602940,1734047990,,BTC
,,,610606,583258,18557,3.15,606616,606960,1733961542,,BTC
,,,602750,574500,-9597,-1.6,588403,588933,1733875199,,BTC
,,,620112,581543,-21739,-3.51,598000,598407,1733788773,,BTC
,,,620851,606796,6653,1.08,619443,619943,1733702357,,BTC
,,,616036,606000,5006,0.82,612914,613290,1733615939,,BTC
ETH,BRL,Ethereum/Real Brasileiro,14304.1,14025.7,91.01,0.644,14223.8,14223.8,1749401242,2025-06-08 13:47:22,ETH
,,,14304.1,13817.7,280.17,2.012,14203.7,14205.8,1749340765,,ETH
,,,14269.2,13405,347.61,2.561,13921.7,13921.8,1749254378,,ETH
,,,14926.6,13429.5,-1191.2,-8.066,13575.5,13577.3,1749167993,,ETH
,,,15150,14660,64.04,0.436,14766.7,14767.5,1749081587,,ETH
,,,15082,14602.6,-149.42,-1.006,14700.9,14700.9,1748995159,,ETH
,,,14899.8,14130.6,258.33,1.771,14842.2,14844.9,1748908754,,ETH
,,,14700,14281.8,3.39,0.023,14593.1,14593.1,1748822385,,ETH
,,,14747.5,14324.3,-35.21,-0.241,14587.7,14587.7,1748735957,,ETH
,,,15111.7,14477.1,-406,-2.703,14626.5,14626.5,1748649594,,ETH
,,,15899.9,14900,-291.07,-1.901,15022.8,15024.6,1748563171,,ETH
,,,15343.2,14819.3,180.87,1.195,15316.9,15316.9,1748476783,,ETH
,,,15408.7,14344.5,502.39,3.433,15134.5,15136.1,1748390379,,ETH
,,,14750,14386.8,96.7,0.665,14633.7,14633.7,1748303968,,ETH
,,,14555,14032,129.89,0.902,14537.1,14537.2,1748217575,,ETH
,,,14665.5,14320,19.6,0.136,14412,14412,1748131160,,ETH
,,,15507,14269.3,-772.65,-5.093,14396.9,14397.2,1748044791,,ETH
,,,15189.7,14400.5,736.65,5.104,15163.8,15165.5,1747958378,,ETH
,,,14809.5,13920,112.04,0.782,14435.3,14435.3,1747871966,,ETH
,,,14617,13903.6,9.32,0.065,14325.8,14328.5,1747785598,,ETH
,,,14419.1,13393,121.63,0.857,14314.5,14315.9,1747699171,,ETH
,,,14757.8,13269.9,42.99,0.304,14182.9,14188.3,1747612780,,ETH
,,,14458.7,13984.5,-325.25,-2.25,14133,14140.8,1747526388,,ETH
,,,15067.3,14401.5,-66.16,-0.455,14458.1,14458.8,1747439989,,ETH
,,,14962.4,14023,-236.64,-1.603,14523.6,14525,1747353593,,ETH
,,,15326.8,14352.5,-312.58,-2.074,14758.4,14759.7,1747267149,,ETH
,,,15380.6,13763.3,852.25,5.994,15072.3,15075.3,1747180761,,ETH
,,,14868.2,13757.3,-81.45,-0.57,14218.8,14219.5,1747094363,,ETH
,,,14844.2,13886.8,-410.34,-2.787,14316.7,14318.2,1747007985,,ETH
,,,14800,13185.3,1389.74,10.423,14719.4,14721.9,1746921599,,ETH
,,,14130,12437.6,790.31,6.297,13338,13340.4,1746835157,,ETH
,,,12630.3,10421.3,2119.91,20.325,12550.3,12552.6,1746748767,,ETH
,,,10570,10293.6,31.02,0.298,10430.3,10431.3,1746662394,,ETH
,,,10404.7,10010,19.79,0.191,10393.2,10394.4,1746575975,,ETH
,,,10440,10138.4,64.04,0.621,10370.4,10371.5,1746489578,,ETH
,,,10592.2,10324.3,-18.97,-0.182,10395.2,10398.4,1746255657,,ETH
,,,10592.2,10324.3,1.64,0.016,10472.8,10472.8,1746230364,,ETH
,,,10667.7,10220.1,247.95,2.425,10470,10473.2,1746143974,,ETH
,,,10297.4,9840.86,60.27,0.593,10221,10222.2,1746057563,,ETH
,,,10458,10060.8,-47.07,-0.461,10168.1,10168.5,1745971188,,ETH
,,,10433.3,9960,-56.02,-0.546,10209.2,10213.1,1745884766,,ETH
,,,10630,10208.7,-148.11,-1.421,10263.3,10263.3,1745798386,,ETH
